Consumption (kWh), Start, End
0.059000, 2025-01-08T01:30:00+00:00, 2025-01-08T02:00:00+00:00
0.054000, 2025-01-08T02:00:00+00:00, 2025-01-08T02:30:00+00:00
0.050000, 2025-01-08T02:30:00+00:00, 2025-01-08T03:00:00+00:00
0.056000, 2025-01-08T03:00:00+00:00, 2025-01-08T03:30:00+00:00
0.055000, 2025-01-08T03:30:00+00:00, 2025-01-08T04:00:00+00:00
0.049000, 2025-01-08T04:00:00+00:00, 2025-01-08T04:30:00+00:00
0.055000, 2025-01-08T04:30:00+00:00, 2025-01-08T05:00:00+00:00
0.095000, 2025-01-08T05:00:00+00:00, 2025-01-08T05:30:00+00:00
0.084000, 2025-01-08T05:30:00+00:00, 2025-01-08T06:00:00+00:00
0.086000, 2025-01-08T06:00:00+00:00, 2025-01-08T06:30:00+00:00
0.080000, 2025-01-08T06:30:00+00:00, 2025-01-08T07:00:00+00:00
0.258000, 2025-01-08T07:00:00+00:00, 2025-01-08T07:30:00+00:00
0.446000, 2025-01-08T07:30:00+00:00, 2025-01-08T08:00:00+00:00
0.143000, 2025-01-08T08:00:00+00:00, 2025-01-08T08:30:00+00:00
0.109000, 2025-01-08T08:30:00+00:00, 2025-01-08T09:00:00+00:00
0.081000, 2025-01-08T09:00:00+00:00, 2025-01-08T09:30:00+00:00
0.064000, 2025-01-08T09:30:00+00:00, 2025-01-08T10:00:00+00:00
0.050000, 2025-01-08T10:00:00+00:00, 2025-01-08T10:30:00+00:00
0.368000, 2025-01-08T10:30:00+00:00, 2025-01-08T11:00:00+00:00
0.209000, 2025-01-08T11:00:00+00:00, 2025-01-08T11:30:00+00:00
0.156000, 2025-01-08T11:30:00+00:00, 2025-01-08T12:00:00+00:00
0.290000, 2025-01-08T12:00:00+00:00, 2025-01-08T12:30:00+00:00
0.442000, 2025-01-08T12:30:00+00:00, 2025-01-08T13:00:00+00:00
0.941000, 2025-01-08T13:00:00+00:00, 2025-01-08T13:30:00+00:00
0.645000, 2025-01-08T13:30:00+00:00, 2025-01-08T14:00:00+00:00
0.478000, 2025-01-08T14:00:00+00:00, 2025-01-08T14:30:00+00:00
0.577000, 2025-01-08T14:30:00+00:00, 2025-01-08T15:00:00+00:00
0.494000, 2025-01-08T15:00:00+00:00, 2025-01-08T15:30:00+00:00
0.964000, 2025-01-08T15:30:00+00:00, 2025-01-08T16:00:00+00:00
1.343000, 2025-01-08T16:00:00+00:00, 2025-01-08T16:30:00+00:00
0.816000, 2025-01-08T16:30:00+00:00, 2025-01-08T17:00:00+00:00
0.582000, 2025-01-08T17:00:00+00:00, 2025-01-08T17:30:00+00:00
1.151000, 2025-01-08T17:30:00+00:00, 2025-01-08T18:00:00+00:00
0.707000, 2025-01-08T18:00:00+00:00, 2025-01-08T18:30:00+00:00
0.331000, 2025-01-08T18:30:00+00:00, 2025-01-08T19:00:00+00:00
0.289000, 2025-01-08T19:00:00+00:00, 2025-01-08T19:30:00+00:00
0.660000, 2025-01-08T19:30:00+00:00, 2025-01-08T20:00:00+00:00
0.392000, 2025-01-08T20:00:00+00:00, 2025-01-08T20:30:00+00:00
0.293000, 2025-01-08T20:30:00+00:00, 2025-01-08T21:00:00+00:00
0.291000, 2025-01-08T21:00:00+00:00, 2025-01-08T21:30:00+00:00
0.251000, 2025-01-08T21:30:00+00:00, 2025-01-08T22:00:00+00:00
0.183000, 2025-01-08T22:00:00+00:00, 2025-01-08T22:30:00+00:00
0.316000, 2025-01-08T22:30:00+00:00, 2025-01-08T23:00:00+00:00
0.072000, 2025-01-08T23:00:00+00:00, 2025-01-08T23:30:00+00:00
0.068000, 2025-01-08T23:30:00+00:00, 2025-01-09T00:00:00+00:00
0.062000, 2025-01-09T00:00:00+00:00, 2025-01-09T00:30:00+00:00
0.057000, 2025-01-09T00:30:00+00:00, 2025-01-09T01:00:00+00:00
0.059000, 2025-01-09T01:00:00+00:00, 2025-01-09T01:30:00+00:00
0.061000, 2025-01-09T01:30:00+00:00, 2025-01-09T02:00:00+00:00
0.053000, 2025-01-09T02:00:00+00:00, 2025-01-09T02:30:00+00:00
0.104000, 2025-01-09T02:30:00+00:00, 2025-01-09T03:00:00+00:00
0.064000, 2025-01-09T03:00:00+00:00, 2025-01-09T03:30:00+00:00
0.048000, 2025-01-09T03:30:00+00:00, 2025-01-09T04:00:00+00:00
0.060000, 2025-01-09T04:00:00+00:00, 2025-01-09T04:30:00+00:00
0.052000, 2025-01-09T04:30:00+00:00, 2025-01-09T05:00:00+00:00
0.057000, 2025-01-09T05:00:00+00:00, 2025-01-09T05:30:00+00:00
0.095000, 2025-01-09T05:30:00+00:00, 2025-01-09T06:00:00+00:00
0.086000, 2025-01-09T06:00:00+00:00, 2025-01-09T06:30:00+00:00
0.081000, 2025-01-09T06:30:00+00:00, 2025-01-09T07:00:00+00:00
0.178000, 2025-01-09T07:00:00+00:00, 2025-01-09T07:30:00+00:00
0.263000, 2025-01-09T07:30:00+00:00, 2025-01-09T08:00:00+00:00
0.199000, 2025-01-09T08:00:00+00:00, 2025-01-09T08:30:00+00:00
0.253000, 2025-01-09T08:30:00+00:00, 2025-01-09T09:00:00+00:00
0.279000, 2025-01-09T09:00:00+00:00, 2025-01-09T09:30:00+00:00
0.256000, 2025-01-09T09:30:00+00:00, 2025-01-09T10:00:00+00:00
0.421000, 2025-01-09T10:00:00+00:00, 2025-01-09T10:30:00+00:00
0.286000, 2025-01-09T10:30:00+00:00, 2025-01-09T11:00:00+00:00
0.511000, 2025-01-09T11:00:00+00:00, 2025-01-09T11:30:00+00:00
2.457000, 2025-01-09T11:30:00+00:00, 2025-01-09T12:00:00+00:00
1.719000, 2025-01-09T12:00:00+00:00, 2025-01-09T12:30:00+00:00
1.208000, 2025-01-09T12:30:00+00:00, 2025-01-09T13:00:00+00:00
2.396000, 2025-01-09T13:00:00+00:00, 2025-01-09T13:30:00+00:00
1.957000, 2025-01-09T13:30:00+00:00, 2025-01-09T14:00:00+00:00
0.757000, 2025-01-09T14:00:00+00:00, 2025-01-09T14:30:00+00:00
0.632000, 2025-01-09T14:30:00+00:00, 2025-01-09T15:00:00+00:00
0.496000, 2025-01-09T15:00:00+00:00, 2025-01-09T15:30:00+00:00
0.274000, 2025-01-09T15:30:00+00:00, 2025-01-09T16:00:00+00:00
0.307000, 2025-01-09T16:00:00+00:00, 2025-01-09T16:30:00+00:00
0.569000, 2025-01-09T16:30:00+00:00, 2025-01-09T17:00:00+00:00
0.900000, 2025-01-09T17:00:00+00:00, 2025-01-09T17:30:00+00:00
0.925000, 2025-01-09T17:30:00+00:00, 2025-01-09T18:00:00+00:00
0.429000, 2025-01-09T18:00:00+00:00, 2025-01-09T18:30:00+00:00
0.518000, 2025-01-09T18:30:00+00:00, 2025-01-09T19:00:00+00:00
0.666000, 2025-01-09T19:00:00+00:00, 2025-01-09T19:30:00+00:00
0.331000, 2025-01-09T19:30:00+00:00, 2025-01-09T20:00:00+00:00
0.244000, 2025-01-09T20:00:00+00:00, 2025-01-09T20:30:00+00:00
0.269000, 2025-01-09T20:30:00+00:00, 2025-01-09T21:00:00+00:00
0.251000, 2025-01-09T21:00:00+00:00, 2025-01-09T21:30:00+00:00
0.318000, 2025-01-09T21:30:00+00:00, 2025-01-09T22:00:00+00:00
0.300000, 2025-01-09T22:00:00+00:00, 2025-01-09T22:30:00+00:00
0.234000, 2025-01-09T22:30:00+00:00, 2025-01-09T23:00:00+00:00
0.164000, 2025-01-09T23:00:00+00:00, 2025-01-09T23:30:00+00:00
0.066000, 2025-01-09T23:30:00+00:00, 2025-01-10T00:00:00+00:00
0.057000, 2025-01-10T00:00:00+00:00, 2025-01-10T00:30:00+00:00
0.052000, 2025-01-10T00:30:00+00:00, 2025-01-10T01:00:00+00:00
0.055000, 2025-01-10T01:00:00+00:00, 2025-01-10T01:30:00+00:00
0.057000, 2025-01-10T01:30:00+00:00, 2025-01-10T02:00:00+00:00
0.045000, 2025-01-10T02:00:00+00:00, 2025-01-10T02:30:00+00:00
0.053000, 2025-01-10T02:30:00+00:00, 2025-01-10T03:00:00+00:00
0.059000, 2025-01-10T03:00:00+00:00, 2025-01-10T03:30:00+00:00
0.043000, 2025-01-10T03:30:00+00:00, 2025-01-10T04:00:00+00:00
0.055000, 2025-01-10T04:00:00+00:00, 2025-01-10T04:30:00+00:00
0.056000, 2025-01-10T04:30:00+00:00, 2025-01-10T05:00:00+00:00
0.045000, 2025-01-10T05:00:00+00:00, 2025-01-10T05:30:00+00:00
0.103000, 2025-01-10T05:30:00+00:00, 2025-01-10T06:00:00+00:00
0.200000, 2025-01-10T06:00:00+00:00, 2025-01-10T06:30:00+00:00
0.086000, 2025-01-10T06:30:00+00:00, 2025-01-10T07:00:00+00:00
0.322000, 2025-01-10T07:00:00+00:00, 2025-01-10T07:30:00+00:00
0.440000, 2025-01-10T07:30:00+00:00, 2025-01-10T08:00:00+00:00
0.152000, 2025-01-10T08:00:00+00:00, 2025-01-10T08:30:00+00:00
0.181000, 2025-01-10T08:30:00+00:00, 2025-01-10T09:00:00+00:00
0.105000, 2025-01-10T09:00:00+00:00, 2025-01-10T09:30:00+00:00
0.784000, 2025-01-10T09:30:00+00:00, 2025-01-10T10:00:00+00:00
1.287000, 2025-01-10T10:00:00+00:00, 2025-01-10T10:30:00+00:00
0.762000, 2025-01-10T10:30:00+00:00, 2025-01-10T11:00:00+00:00
0.667000, 2025-01-10T11:00:00+00:00, 2025-01-10T11:30:00+00:00
0.365000, 2025-01-10T11:30:00+00:00, 2025-01-10T12:00:00+00:00
0.160000, 2025-01-10T12:00:00+00:00, 2025-01-10T12:30:00+00:00
0.160000, 2025-01-10T12:30:00+00:00, 2025-01-10T13:00:00+00:00
0.056000, 2025-01-10T13:00:00+00:00, 2025-01-10T13:30:00+00:00
0.687000, 2025-01-10T13:30:00+00:00, 2025-01-10T14:00:00+00:00
1.084000, 2025-01-10T14:00:00+00:00, 2025-01-10T14:30:00+00:00
1.327000, 2025-01-10T14:30:00+00:00, 2025-01-10T15:00:00+00:00
0.715000, 2025-01-10T15:00:00+00:00, 2025-01-10T15:30:00+00:00
0.533000, 2025-01-10T15:30:00+00:00, 2025-01-10T16:00:00+00:00
0.415000, 2025-01-10T16:00:00+00:00, 2025-01-10T16:30:00+00:00
0.376000, 2025-01-10T16:30:00+00:00, 2025-01-10T17:00:00+00:00
0.621000, 2025-01-10T17:00:00+00:00, 2025-01-10T17:30:00+00:00
1.185000, 2025-01-10T17:30:00+00:00, 2025-01-10T18:00:00+00:00
1.169000, 2025-01-10T18:00:00+00:00, 2025-01-10T18:30:00+00:00
0.707000, 2025-01-10T18:30:00+00:00, 2025-01-10T19:00:00+00:00
0.450000, 2025-01-10T19:00:00+00:00, 2025-01-10T19:30:00+00:00
0.364000, 2025-01-10T19:30:00+00:00, 2025-01-10T20:00:00+00:00
0.885000, 2025-01-10T20:00:00+00:00, 2025-01-10T20:30:00+00:00
0.514000, 2025-01-10T20:30:00+00:00, 2025-01-10T21:00:00+00:00
0.181000, 2025-01-10T21:00:00+00:00, 2025-01-10T21:30:00+00:00
0.176000, 2025-01-10T21:30:00+00:00, 2025-01-10T22:00:00+00:00
0.285000, 2025-01-10T22:00:00+00:00, 2025-01-10T22:30:00+00:00
0.191000, 2025-01-10T22:30:00+00:00, 2025-01-10T23:00:00+00:00
0.310000, 2025-01-10T23:00:00+00:00, 2025-01-10T23:30:00+00:00
0.094000, 2025-01-10T23:30:00+00:00, 2025-01-11T00:00:00+00:00
0.054000, 2025-01-11T00:00:00+00:00, 2025-01-11T00:30:00+00:00
0.065000, 2025-01-11T00:30:00+00:00, 2025-01-11T01:00:00+00:00
0.166000, 2025-01-11T01:00:00+00:00, 2025-01-11T01:30:00+00:00
0.057000, 2025-01-11T01:30:00+00:00, 2025-01-11T02:00:00+00:00
0.057000, 2025-01-11T02:00:00+00:00, 2025-01-11T02:30:00+00:00
0.047000, 2025-01-11T02:30:00+00:00, 2025-01-11T03:00:00+00:00
0.170000, 2025-01-11T03:00:00+00:00, 2025-01-11T03:30:00+00:00
0.055000, 2025-01-11T03:30:00+00:00, 2025-01-11T04:00:00+00:00
0.045000, 2025-01-11T04:00:00+00:00, 2025-01-11T04:30:00+00:00
0.140000, 2025-01-11T04:30:00+00:00, 2025-01-11T05:00:00+00:00
0.121000, 2025-01-11T05:00:00+00:00, 2025-01-11T05:30:00+00:00
0.052000, 2025-01-11T05:30:00+00:00, 2025-01-11T06:00:00+00:00
0.061000, 2025-01-11T06:00:00+00:00, 2025-01-11T06:30:00+00:00
0.196000, 2025-01-11T06:30:00+00:00, 2025-01-11T07:00:00+00:00
0.087000, 2025-01-11T07:00:00+00:00, 2025-01-11T07:30:00+00:00
0.090000, 2025-01-11T07:30:00+00:00, 2025-01-11T08:00:00+00:00
0.266000, 2025-01-11T08:00:00+00:00, 2025-01-11T08:30:00+00:00
0.341000, 2025-01-11T08:30:00+00:00, 2025-01-11T09:00:00+00:00
0.684000, 2025-01-11T09:00:00+00:00, 2025-01-11T09:30:00+00:00
0.123000, 2025-01-11T09:30:00+00:00, 2025-01-11T10:00:00+00:00
0.060000, 2025-01-11T10:00:00+00:00, 2025-01-11T10:30:00+00:00
0.082000, 2025-01-11T10:30:00+00:00, 2025-01-11T11:00:00+00:00
0.003000, 2025-01-11T11:00:00+00:00, 2025-01-11T11:30:00+00:00
0.210000, 2025-01-11T11:30:00+00:00, 2025-01-11T12:00:00+00:00
0.526000, 2025-01-11T12:00:00+00:00, 2025-01-11T12:30:00+00:00
0.123000, 2025-01-11T12:30:00+00:00, 2025-01-11T13:00:00+00:00
0.235000, 2025-01-11T13:00:00+00:00, 2025-01-11T13:30:00+00:00
0.800000, 2025-01-11T13:30:00+00:00, 2025-01-11T14:00:00+00:00
0.546000, 2025-01-11T14:00:00+00:00, 2025-01-11T14:30:00+00:00
0.528000, 2025-01-11T14:30:00+00:00, 2025-01-11T15:00:00+00:00
0.699000, 2025-01-11T15:00:00+00:00, 2025-01-11T15:30:00+00:00
1.190000, 2025-01-11T15:30:00+00:00, 2025-01-11T16:00:00+00:00
0.694000, 2025-01-11T16:00:00+00:00, 2025-01-11T16:30:00+00:00
1.463000, 2025-01-11T16:30:00+00:00, 2025-01-11T17:00:00+00:00
1.418000, 2025-01-11T17:00:00+00:00, 2025-01-11T17:30:00+00:00
1.485000, 2025-01-11T17:30:00+00:00, 2025-01-11T18:00:00+00:00
1.214000, 2025-01-11T18:00:00+00:00, 2025-01-11T18:30:00+00:00
1.384000, 2025-01-11T18:30:00+00:00, 2025-01-11T19:00:00+00:00
1.013000, 2025-01-11T19:00:00+00:00, 2025-01-11T19:30:00+00:00
0.442000, 2025-01-11T19:30:00+00:00, 2025-01-11T20:00:00+00:00
0.221000, 2025-01-11T20:00:00+00:00, 2025-01-11T20:30:00+00:00
0.255000, 2025-01-11T20:30:00+00:00, 2025-01-11T21:00:00+00:00
0.257000, 2025-01-11T21:00:00+00:00, 2025-01-11T21:30:00+00:00
0.623000, 2025-01-11T21:30:00+00:00, 2025-01-11T22:00:00+00:00
0.595000, 2025-01-11T22:00:00+00:00, 2025-01-11T22:30:00+00:00
0.183000, 2025-01-11T22:30:00+00:00, 2025-01-11T23:00:00+00:00
0.169000, 2025-01-11T23:00:00+00:00, 2025-01-11T23:30:00+00:00
0.157000, 2025-01-11T23:30:00+00:00, 2025-01-12T00:00:00+00:00
0.057000, 2025-01-12T00:00:00+00:00, 2025-01-12T00:30:00+00:00
0.064000, 2025-01-12T00:30:00+00:00, 2025-01-12T01:00:00+00:00
0.150000, 2025-01-12T01:00:00+00:00, 2025-01-12T01:30:00+00:00
0.060000, 2025-01-12T01:30:00+00:00, 2025-01-12T02:00:00+00:00
0.071000, 2025-01-12T02:00:00+00:00, 2025-01-12T02:30:00+00:00
0.198000, 2025-01-12T02:30:00+00:00, 2025-01-12T03:00:00+00:00
0.069000, 2025-01-12T03:00:00+00:00, 2025-01-12T03:30:00+00:00
0.114000, 2025-01-12T03:30:00+00:00, 2025-01-12T04:00:00+00:00
0.249000, 2025-01-12T04:00:00+00:00, 2025-01-12T04:30:00+00:00
0.156000, 2025-01-12T04:30:00+00:00, 2025-01-12T05:00:00+00:00
0.138000, 2025-01-12T05:00:00+00:00, 2025-01-12T05:30:00+00:00
0.179000, 2025-01-12T05:30:00+00:00, 2025-01-12T06:00:00+00:00
0.056000, 2025-01-12T06:00:00+00:00, 2025-01-12T06:30:00+00:00
0.098000, 2025-01-12T06:30:00+00:00, 2025-01-12T07:00:00+00:00
0.183000, 2025-01-12T07:00:00+00:00, 2025-01-12T07:30:00+00:00
0.083000, 2025-01-12T07:30:00+00:00, 2025-01-12T08:00:00+00:00
0.241000, 2025-01-12T08:00:00+00:00, 2025-01-12T08:30:00+00:00
0.271000, 2025-01-12T08:30:00+00:00, 2025-01-12T09:00:00+00:00
0.284000, 2025-01-12T09:00:00+00:00, 2025-01-12T09:30:00+00:00
0.646000, 2025-01-12T09:30:00+00:00, 2025-01-12T10:00:00+00:00
0.141000, 2025-01-12T10:00:00+00:00, 2025-01-12T10:30:00+00:00
0.633000, 2025-01-12T10:30:00+00:00, 2025-01-12T11:00:00+00:00
0.062000, 2025-01-12T11:00:00+00:00, 2025-01-12T11:30:00+00:00
0.299000, 2025-01-12T11:30:00+00:00, 2025-01-12T12:00:00+00:00
0.250000, 2025-01-12T12:00:00+00:00, 2025-01-12T12:30:00+00:00
0.228000, 2025-01-12T12:30:00+00:00, 2025-01-12T13:00:00+00:00
0.262000, 2025-01-12T13:00:00+00:00, 2025-01-12T13:30:00+00:00
0.479000, 2025-01-12T13:30:00+00:00, 2025-01-12T14:00:00+00:00
0.468000, 2025-01-12T14:00:00+00:00, 2025-01-12T14:30:00+00:00
0.324000, 2025-01-12T14:30:00+00:00, 2025-01-12T15:00:00+00:00
0.323000, 2025-01-12T15:00:00+00:00, 2025-01-12T15:30:00+00:00
0.292000, 2025-01-12T15:30:00+00:00, 2025-01-12T16:00:00+00:00
0.342000, 2025-01-12T16:00:00+00:00, 2025-01-12T16:30:00+00:00
0.427000, 2025-01-12T16:30:00+00:00, 2025-01-12T17:00:00+00:00
0.541000, 2025-01-12T17:00:00+00:00, 2025-01-12T17:30:00+00:00
0.406000, 2025-01-12T17:30:00+00:00, 2025-01-12T18:00:00+00:00
0.933000, 2025-01-12T18:00:00+00:00, 2025-01-12T18:30:00+00:00
1.059000, 2025-01-12T18:30:00+00:00, 2025-01-12T19:00:00+00:00
0.853000, 2025-01-12T19:00:00+00:00, 2025-01-12T19:30:00+00:00
0.273000, 2025-01-12T19:30:00+00:00, 2025-01-12T20:00:00+00:00
0.250000, 2025-01-12T20:00:00+00:00, 2025-01-12T20:30:00+00:00
0.249000, 2025-01-12T20:30:00+00:00, 2025-01-12T21:00:00+00:00
0.213000, 2025-01-12T21:00:00+00:00, 2025-01-12T21:30:00+00:00
0.213000, 2025-01-12T21:30:00+00:00, 2025-01-12T22:00:00+00:00
0.271000, 2025-01-12T22:00:00+00:00, 2025-01-12T22:30:00+00:00
0.172000, 2025-01-12T22:30:00+00:00, 2025-01-12T23:00:00+00:00
0.069000, 2025-01-12T23:00:00+00:00, 2025-01-12T23:30:00+00:00
0.162000, 2025-01-12T23:30:00+00:00, 2025-01-13T00:00:00+00:00
0.059000, 2025-01-13T00:00:00+00:00, 2025-01-13T00:30:00+00:00
0.058000, 2025-01-13T00:30:00+00:00, 2025-01-13T01:00:00+00:00
0.058000, 2025-01-13T01:00:00+00:00, 2025-01-13T01:30:00+00:00
0.158000, 2025-01-13T01:30:00+00:00, 2025-01-13T02:00:00+00:00
0.048000, 2025-01-13T02:00:00+00:00, 2025-01-13T02:30:00+00:00
0.051000, 2025-01-13T02:30:00+00:00, 2025-01-13T03:00:00+00:00
0.171000, 2025-01-13T03:00:00+00:00, 2025-01-13T03:30:00+00:00
0.042000, 2025-01-13T03:30:00+00:00, 2025-01-13T04:00:00+00:00
0.058000, 2025-01-13T04:00:00+00:00, 2025-01-13T04:30:00+00:00
0.165000, 2025-01-13T04:30:00+00:00, 2025-01-13T05:00:00+00:00
0.085000, 2025-01-13T05:00:00+00:00, 2025-01-13T05:30:00+00:00
0.168000, 2025-01-13T05:30:00+00:00, 2025-01-13T06:00:00+00:00
0.124000, 2025-01-13T06:00:00+00:00, 2025-01-13T06:30:00+00:00
0.132000, 2025-01-13T06:30:00+00:00, 2025-01-13T07:00:00+00:00
0.448000, 2025-01-13T07:00:00+00:00, 2025-01-13T07:30:00+00:00
0.301000, 2025-01-13T07:30:00+00:00, 2025-01-13T08:00:00+00:00
0.146000, 2025-01-13T08:00:00+00:00, 2025-01-13T08:30:00+00:00
0.160000, 2025-01-13T08:30:00+00:00, 2025-01-13T09:00:00+00:00
0.020000, 2025-01-13T09:00:00+00:00, 2025-01-13T09:30:00+00:00
0.019000, 2025-01-13T09:30:00+00:00, 2025-01-13T10:00:00+00:00
0.307000, 2025-01-13T10:00:00+00:00, 2025-01-13T10:30:00+00:00
0.501000, 2025-01-13T10:30:00+00:00, 2025-01-13T11:00:00+00:00
0.157000, 2025-01-13T11:00:00+00:00, 2025-01-13T11:30:00+00:00
0.156000, 2025-01-13T11:30:00+00:00, 2025-01-13T12:00:00+00:00
0.397000, 2025-01-13T12:00:00+00:00, 2025-01-13T12:30:00+00:00
0.541000, 2025-01-13T12:30:00+00:00, 2025-01-13T13:00:00+00:00
0.535000, 2025-01-13T13:00:00+00:00, 2025-01-13T13:30:00+00:00
1.431000, 2025-01-13T13:30:00+00:00, 2025-01-13T14:00:00+00:00
1.455000, 2025-01-13T14:00:00+00:00, 2025-01-13T14:30:00+00:00
1.329000, 2025-01-13T14:30:00+00:00, 2025-01-13T15:00:00+00:00
1.310000, 2025-01-13T15:00:00+00:00, 2025-01-13T15:30:00+00:00
1.007000, 2025-01-13T15:30:00+00:00, 2025-01-13T16:00:00+00:00
0.939000, 2025-01-13T16:00:00+00:00, 2025-01-13T16:30:00+00:00
0.711000, 2025-01-13T16:30:00+00:00, 2025-01-13T17:00:00+00:00
1.071000, 2025-01-13T17:00:00+00:00, 2025-01-13T17:30:00+00:00
1.029000, 2025-01-13T17:30:00+00:00, 2025-01-13T18:00:00+00:00
0.427000, 2025-01-13T18:00:00+00:00, 2025-01-13T18:30:00+00:00
0.431000, 2025-01-13T18:30:00+00:00, 2025-01-13T19:00:00+00:00
0.456000, 2025-01-13T19:00:00+00:00, 2025-01-13T19:30:00+00:00
1.022000, 2025-01-13T19:30:00+00:00, 2025-01-13T20:00:00+00:00
0.814000, 2025-01-13T20:00:00+00:00, 2025-01-13T20:30:00+00:00
0.322000, 2025-01-13T20:30:00+00:00, 2025-01-13T21:00:00+00:00
0.419000, 2025-01-13T21:00:00+00:00, 2025-01-13T21:30:00+00:00
0.222000, 2025-01-13T21:30:00+00:00, 2025-01-13T22:00:00+00:00
0.244000, 2025-01-13T22:00:00+00:00, 2025-01-13T22:30:00+00:00
0.199000, 2025-01-13T22:30:00+00:00, 2025-01-13T23:00:00+00:00
0.190000, 2025-01-13T23:00:00+00:00, 2025-01-13T23:30:00+00:00
0.075000, 2025-01-13T23:30:00+00:00, 2025-01-14T00:00:00+00:00
0.084000, 2025-01-14T00:00:00+00:00, 2025-01-14T00:30:00+00:00
0.087000, 2025-01-14T00:30:00+00:00, 2025-01-14T01:00:00+00:00
0.175000, 2025-01-14T01:00:00+00:00, 2025-01-14T01:30:00+00:00
0.074000, 2025-01-14T01:30:00+00:00, 2025-01-14T02:00:00+00:00
0.073000, 2025-01-14T02:00:00+00:00, 2025-01-14T02:30:00+00:00
0.187000, 2025-01-14T02:30:00+00:00, 2025-01-14T03:00:00+00:00
0.071000, 2025-01-14T03:00:00+00:00, 2025-01-14T03:30:00+00:00
0.077000, 2025-01-14T03:30:00+00:00, 2025-01-14T04:00:00+00:00
0.074000, 2025-01-14T04:00:00+00:00, 2025-01-14T04:30:00+00:00
0.175000, 2025-01-14T04:30:00+00:00, 2025-01-14T05:00:00+00:00
0.112000, 2025-01-14T05:00:00+00:00, 2025-01-14T05:30:00+00:00
0.082000, 2025-01-14T05:30:00+00:00, 2025-01-14T06:00:00+00:00
0.088000, 2025-01-14T06:00:00+00:00, 2025-01-14T06:30:00+00:00
0.175000, 2025-01-14T06:30:00+00:00, 2025-01-14T07:00:00+00:00
0.069000, 2025-01-14T07:00:00+00:00, 2025-01-14T07:30:00+00:00
0.237000, 2025-01-14T07:30:00+00:00, 2025-01-14T08:00:00+00:00
0.265000, 2025-01-14T08:00:00+00:00, 2025-01-14T08:30:00+00:00
0.198000, 2025-01-14T08:30:00+00:00, 2025-01-14T09:00:00+00:00
0.384000, 2025-01-14T09:00:00+00:00, 2025-01-14T09:30:00+00:00
0.099000, 2025-01-14T09:30:00+00:00, 2025-01-14T10:00:00+00:00
0.054000, 2025-01-14T10:00:00+00:00, 2025-01-14T10:30:00+00:00
0.165000, 2025-01-14T10:30:00+00:00, 2025-01-14T11:00:00+00:00
0.263000, 2025-01-14T11:00:00+00:00, 2025-01-14T11:30:00+00:00
0.102000, 2025-01-14T11:30:00+00:00, 2025-01-14T12:00:00+00:00
0.164000, 2025-01-14T12:00:00+00:00, 2025-01-14T12:30:00+00:00
0.237000, 2025-01-14T12:30:00+00:00, 2025-01-14T13:00:00+00:00
0.105000, 2025-01-14T13:00:00+00:00, 2025-01-14T13:30:00+00:00
0.127000, 2025-01-14T13:30:00+00:00, 2025-01-14T14:00:00+00:00
0.500000, 2025-01-14T14:00:00+00:00, 2025-01-14T14:30:00+00:00
0.632000, 2025-01-14T14:30:00+00:00, 2025-01-14T15:00:00+00:00
0.832000, 2025-01-14T15:00:00+00:00, 2025-01-14T15:30:00+00:00
0.299000, 2025-01-14T15:30:00+00:00, 2025-01-14T16:00:00+00:00
1.217000, 2025-01-14T16:00:00+00:00, 2025-01-14T16:30:00+00:00
1.184000, 2025-01-14T16:30:00+00:00, 2025-01-14T17:00:00+00:00
0.770000, 2025-01-14T17:00:00+00:00, 2025-01-14T17:30:00+00:00
0.734000, 2025-01-14T17:30:00+00:00, 2025-01-14T18:00:00+00:00
0.884000, 2025-01-14T18:00:00+00:00, 2025-01-14T18:30:00+00:00
0.536000, 2025-01-14T18:30:00+00:00, 2025-01-14T19:00:00+00:00
0.291000, 2025-01-14T19:00:00+00:00, 2025-01-14T19:30:00+00:00
0.281000, 2025-01-14T19:30:00+00:00, 2025-01-14T20:00:00+00:00
0.759000, 2025-01-14T20:00:00+00:00, 2025-01-14T20:30:00+00:00
0.196000, 2025-01-14T20:30:00+00:00, 2025-01-14T21:00:00+00:00
0.222000, 2025-01-14T21:00:00+00:00, 2025-01-14T21:30:00+00:00
0.194000, 2025-01-14T21:30:00+00:00, 2025-01-14T22:00:00+00:00
0.183000, 2025-01-14T22:00:00+00:00, 2025-01-14T22:30:00+00:00
0.174000, 2025-01-14T22:30:00+00:00, 2025-01-14T23:00:00+00:00
0.058000, 2025-01-14T23:00:00+00:00, 2025-01-14T23:30:00+00:00
0.092000, 2025-01-14T23:30:00+00:00, 2025-01-15T00:00:00+00:00
0.198000, 2025-01-15T00:00:00+00:00, 2025-01-15T00:30:00+00:00
0.060000, 2025-01-15T00:30:00+00:00, 2025-01-15T01:00:00+00:00
0.061000, 2025-01-15T01:00:00+00:00, 2025-01-15T01:30:00+00:00
0.059000, 2025-01-15T01:30:00+00:00, 2025-01-15T02:00:00+00:00
0.046000, 2025-01-15T02:00:00+00:00, 2025-01-15T02:30:00+00:00
0.067000, 2025-01-15T02:30:00+00:00, 2025-01-15T03:00:00+00:00
0.051000, 2025-01-15T03:00:00+00:00, 2025-01-15T03:30:00+00:00
0.054000, 2025-01-15T03:30:00+00:00, 2025-01-15T04:00:00+00:00
